time_relative_s,Upper airway pressure,median_skna_uV,annotated_inap
-120.0,-0.3978307297153052,0.9488332524095955,False
-119.99,0.06870422439183284,0.90503337487473,False
-119.97999999999999,0.2987963288158517,0.9971188551363228,False
-119.96999999999998,-0.38534884014455456,1.0018129939752525,False
-119.95999999999998,0.06299860278952887,0.9646844167282986,False
-119.94999999999997,0.0861722511046167,0.9881418635294799,False
-119.93999999999997,0.07605603953686217,1.0349129814103168,False
-119.92999999999996,-0.3135397258687775,1.011942089763532,False
-119.91999999999996,-0.3512908380744178,0.9993479470228197,False
-119.90999999999995,-0.18340132828379974,0.9984196708853653,False
-119.89999999999995,0.22890423383067293,0.9438929006558884,False
-119.88999999999994,-0.09360240628535015,1.0076291377657096,False
-119.87999999999994,-0.5338245940617029,0.9159646286290415,False
-119.86999999999993,0.03184016338819421,0.9618113860977561,False
-119.85999999999993,0.498876620163141,0.9579045976861696,False
-119.84999999999992,-0.6785332163571474,0.9124885329705469,False
-119.83999999999992,-0.01964581641639725,0.9689031678567923,False
-119.82999999999991,0.24308857685021926,1.0300658460821288,False
-119.81999999999991,0.0314646182138288,0.9604219118655071,False
-119.8099999999999,0.11849148213259568,0.9298432752644085,False
-119.7999999999999,0.5488639175425096,0.9687071210603185,False
-119.78999999999989,-0.024124672700742745,1.0015675591082818,False
-119.77999999999989,0.3616091954321713,0.978230658843214,False
-119.76999999999988,-0.297774716903355,0.9711641634882727,False
-119.75999999999988,0.1412614643591736,0.9217257572637032,False
-119.74999999999987,0.12171370238264977,0.9883768058890808,False
-119.73999999999987,0.24402837010416184,0.9876362191710949,False
-119.72999999999986,0.08391962903906525,1.017375993889082,False
-119.71999999999986,0.050565446442802864,1.0223462677403472,False
-119.70999999999985,0.46676318670457934,0.994129226360087,False
-119.69999999999985,-0.02574270969486669,0.9123453539290384,False
-119.68999999999984,0.16933221813764826,0.919394010033992,False
-119.67999999999984,-0.3261459616254875,0.9310081008614377,False
-119.66999999999983,-0.279886214125258,0.9795660219322524,False
-119.65999999999983,-0.10092147529134993,0.9414980849170318,False
-119.64999999999982,-0.02658702732010692,1.014695326074988,False
-119.63999999999982,-0.15461119586598696,0.9772080216929274,False
-119.62999999999981,-0.09802141020599923,0.981253306938858,False
-119.6199999999998,-0.18574979680279705,0.9945693837796991,False
-119.6099999999998,0.49838001347203514,0.9800272307012808,False
-119.5999999999998,0.18343316983548344,0.918567475306986,False
-119.58999999999979,-0.10149237052729174,1.053575431076103,False
-119.57999999999979,-0.665438985542977,1.0187849435706144,False
-119.56999999999978,0.18906509190317514,1.0207141004764386,False
-119.55999999999977,-0.10936418663244003,0.9410688229375054,False
-119.54999999999977,0.44584774676921957,0.9023962739435115,False
-119.53999999999976,-0.05359159695089539,0.9141563348380283,False
-119.52999999999976,-0.3158257086121155,0.9298490732889634,False
-119.51999999999975,-0.2835214561495767,0.9974287950129216,False
-119.50999999999975,0.34332202752833224,0.9979006223593222,False
-119.49999999999974,0.23221999918591765,1.0172706349871443,False
-119.48999999999974,0.27842378256827494,1.0410519913939018,False
-119.47999999999973,-0.09667511819307936,0.9841392982808129,False
-119.46999999999973,0.03211224526938358,0.9781604230027511,False
-119.45999999999972,-0.021224913058436413,0.9528908516815952,False
-119.44999999999972,0.018319585600209434,0.9536668689934165,False
-119.43999999999971,0.04104381681861472,0.9247697280265549,False
-119.42999999999971,-0.244352433224166,0.98302122987867,False
-119.4199999999997,-0.07740834071655825,0.9761322610119364,False
-119.4099999999997,-0.2178723785713592,0.9506693737235524,False
-119.3999999999997,0.22104718311724877,0.9363378578107955,False
-119.38999999999969,0.1452369709488597,0.9805606944598626,False
-119.37999999999968,0.3100809237174143,1.0101440545563085,False
-119.36999999999968,-0.07124314604003533,0.9671439664904726,False
-119.35999999999967,0.13220701271510377,0.9740885588369056,False
-119.34999999999967,-0.22055986694902344,0.9448379645792113,False
-119.33999999999966,-0.5595400970960605,0.9551945780289745,False
-119.32999999999966,0.19240879447337148,0.9526866502404334,False
-119.31999999999965,-0.387660725778569,0.9536597811489061,False
-119.30999999999965,0.14511711246766296,0.9426093390036514,False
-119.29999999999964,0.38411345745524167,0.9772637713305716,False
-119.28999999999964,-0.06795396647834313,1.0087604064432258,False
-119.27999999999963,-0.09809091648561828,0.9300003541198852,False
-119.26999999999963,0.1832743212629979,1.0120074437928612,False
-119.25999999999962,-0.22568941559428926,0.9488159348960562,False
-119.24999999999962,0.11468505622865581,0.9499608331523877,False
-119.23999999999961,-0.2056355267727954,0.8872226688116075,False
-119.2299999999996,-0.060523742029072805,0.8778394803454507,False
-119.2199999999996,-0.06689783227063868,0.9882280180003802,False
-119.2099999999996,-0.06188176983043768,0.9241939063864005,False
-119.19999999999959,0.004973198055922326,0.9904661697416902,False
-119.18999999999959,-0.06451404209272472,0.9639529812828388,False
-119.17999999999958,-0.08480186594416064,0.9708504827658104,False
-119.16999999999958,0.3087431268140696,1.0086545920159247,False
-119.15999999999957,-0.26956609100170487,0.9593636609132895,False
-119.14999999999957,-0.26300324957238835,0.8474915812686028,False
-119.13999999999956,0.10938010814105668,0.9008650307264927,False
-119.12999999999955,-0.2668895226873422,0.995672717676517,False
-119.11999999999955,-0.49634628508443746,1.031430264413792,False
-119.10999999999954,-0.3526030615229022,0.9581062117654385,False
-119.09999999999954,0.04118344540987539,0.9368077695811537,False
-119.08999999999953,-0.12466869837236433,0.9125796299068837,False
-119.07999999999953,0.3395330421657891,0.9803436822062086,False
-119.06999999999952,-0.38227143513213263,0.8982325841917054,False
-119.05999999999952,-0.2171395598958459,0.9174842825297455,False
-119.04999999999951,-0.07904159382189227,0.9657765812838175,False
-119.03999999999951,0.15043842713578093,0.9645200978117701,False
-119.0299999999995,0.48533491481555663,0.9518295847905058,False
-119.0199999999995,-0.2151720593878201,0.9980445506763297,False
-119.0099999999995,-0.20580416545437263,0.9172467594516496,False
-118.99999999999949,0.33985951587470703,0.9190294960901997,False
-118.98999999999948,-0.13593511534966501,0.9460105753591344,False
-118.97999999999948,0.20012893222992323,0.9628799014706526,False
-118.96999999999947,-0.2245355119393349,0.9487272276582642,False
