time_relative_s,Upper airway pressure,median_skna_uV,annotated_inap
-120.0,-0.05880455465035351,1.015105770929143,False
-119.99,-0.34680152801749536,0.9314528223997166,False
-119.97999999999999,0.08589881754021798,0.9986886296042988,False
-119.96999999999998,-0.3493258404376438,0.9337773699351857,False
-119.95999999999998,-0.4135020775555033,1.0130364791576636,False
-119.94999999999997,-0.03441562374506046,0.920823111754505,False
-119.93999999999997,-0.2503131693228913,0.9501805975024039,False
-119.92999999999996,0.21289357464250325,0.953581035146612,False
-119.91999999999996,-0.17298388846982984,0.9008942912022229,False
-119.90999999999995,-0.13696458978081263,1.0041955229175674,False
-119.89999999999995,0.33084134909503954,0.9198192301962043,False
-119.88999999999994,-0.39604826100635465,0.9281344097307238,False
-119.87999999999994,-0.1788478605384761,0.9538964543507593,False
-119.86999999999993,0.10767911097027832,0.9994829101942534,False
-119.85999999999993,0.19986972939065203,0.9447427295190405,False
-119.84999999999992,-0.04201552120212513,1.042594101636478,False
-119.83999999999992,0.12513815572853706,0.9718924090914302,False
-119.82999999999991,-0.011267593935437805,0.9624280841271085,False
-119.81999999999991,-0.0033784376512418094,0.9880271142772679,False
-119.8099999999999,0.11600338614613104,0.9675184782459111,False
-119.7999999999999,-0.3058617410643521,0.9348743759006016,False
-119.78999999999989,0.1333602644156248,0.9524347791302155,False
-119.77999999999989,0.1067088973077354,0.9773041999908507,False
-119.76999999999988,-0.10795378736822263,1.0264509336896412,False
-119.75999999999988,-0.034158271013420026,0.9802691415176745,False
-119.74999999999987,-0.26182509321652964,0.9874852203284861,False
-119.73999999999987,-0.38197852088888573,0.892321383067627,False
-119.72999999999986,-0.47099464270630925,0.9610600788432823,False
-119.71999999999986,0.26804182509322544,0.9692521498044239,False
-119.70999999999985,-0.049829704708636895,1.0316186361717925,False
-119.69999999999985,-0.1542374736077459,1.0256149215797763,False
-119.68999999999984,0.07200627320171438,0.9737830976979597,False
-119.67999999999984,-0.12999337833618088,0.9879186724470957,False
-119.66999999999983,-0.2700062361267334,0.9668094379742997,False
-119.65999999999983,0.26915000396337113,0.9434813920972933,False
-119.64999999999982,-0.23480809817973058,0.9694222233444861,False
-119.63999999999982,0.40350960416236226,0.9554665303541356,False
-119.62999999999981,0.24412724299191296,0.9797785191470745,False
-119.6199999999998,0.18028567532836795,0.9921708548600309,False
-119.6099999999998,-0.059332089883744055,0.9610738861430519,False
-119.5999999999998,-0.17466142207414093,1.00694418786657,False
-119.58999999999979,0.183614677248102,0.9281670748561158,False
-119.57999999999979,0.012230746624193435,0.9680284546054234,False
